,SName,DName,CName,Enroll12,NumTstTakr,AvgScrRead,AvgScrEng,AvgScrMath,AvgScrSci,NumGE21,PctGE21,Year,Unnamed: 17
2041,Silverado High,Victor Valley Union High,San Bernardino,546.0,71.0,19.0,18.0,17.0,19.0,18,25.35,2018-19,
2042,Simi Valley High,Simi Valley Unified,Ventura,537.0,75.0,23.0,24.0,23.0,23.0,50,66.67,2018-19,
2043,Sir Francis Drake High,Tamalpais Union High,Marin,308.0,84.0,28.0,28.0,25.0,25.0,73,86.90,2018-19,
2044,Six Rivers Charter High,Northern Humboldt Union High,Humboldt,18.0,0.0,,,,,,,2018-19,
2045,Sky Mountain Charter,Lucerne Valley Unified,San Bernardino,70.0,1.0,,,,,*,*,2018-19,
2046,Skyline High,Oakland Unified,Alameda,398.0,66.0,22.0,21.0,20.0,20.0,33,50.00,2018-19,
2047,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,16.0,1.0,,,,,*,*,2018-19,
2048,SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,86.0,34.0,23.0,22.0,22.0,21.0,21,61.76,2018-19,
2049,Social Justice Leadership Academy at Esteban E. Torres High No. 5,Los Angeles Unified,Los Angeles,90.0,8.0,,,,,*,*,2018-19,
2050,Soledad High,Soledad Unified,Monterey,374.0,69.0,18.0,16.0,17.0,18.0,14,20.29,2018-19,
2051,Sonia Sotomayor Arts and Sciences Academies,Los Angeles Unified,Los Angeles,108.0,0.0,,,,,,,2018-19,
2052,Sonoma Valley High,Sonoma Valley Unified,Sonoma,279.0,47.0,25.0,24.0,23.0,23.0,31,65.96,2018-19,
2053,Sonora High,Sonora Union High,Tuolumne,218.0,11.0,,,,,*,*,2018-19,
2054,Sonora High,Fullerton Joint Union High,Orange,410.0,68.0,24.0,23.0,23.0,23.0,51,75.00,2018-19,
2055,Soquel High,Santa Cruz City High,Santa Cruz,269.0,81.0,25.0,23.0,22.0,22.0,50,61.73,2018-19,
2056,South East High,Los Angeles Unified,Los Angeles,368.0,152.0,19.0,18.0,17.0,18.0,43,28.29,2018-19,
2057,South El Monte High,El Monte Union High,Los Angeles,278.0,57.0,19.0,19.0,19.0,20.0,21,36.84,2018-19,
2058,South Fork Junior - Senior High,Southern Humboldt Joint Unified,Humboldt,50.0,9.0,,,,,*,*,2018-19,
2059,South Gate Senior High,Los Angeles Unified,Los Angeles,528.0,224.0,18.0,17.0,17.0,18.0,52,23.21,2018-19,
2060,South High,Kern High,Kern,508.0,31.0,18.0,18.0,20.0,19.0,9,29.03,2018-19,
2061,South High,Torrance Unified,Los Angeles,550.0,139.0,25.0,25.0,26.0,25.0,116,83.45,2018-19,
2062,South Hills High,Covina-Valley Unified,Los Angeles,401.0,17.0,23.0,23.0,22.0,23.0,10,58.82,2018-19,
2063,South Pasadena Senior High,South Pasadena Unified,Los Angeles,369.0,93.0,28.0,27.0,27.0,27.0,78,83.87,2018-19,
2064,South San Francisco High,South San Francisco Unified,San Mateo,292.0,20.0,22.0,23.0,25.0,23.0,14,70.00,2018-19,
2065,South Sutter Charter,Marcum-Illinois Union Elementary,Sutter,140.0,6.0,,,,,*,*,2018-19,
2066,South Tahoe High,Lake Tahoe Unified,El Dorado,239.0,54.0,23.0,22.0,22.0,22.0,32,59.26,2018-19,
2067,Southwest High,Central Union High,Imperial,513.0,116.0,18.0,17.0,19.0,19.0,32,27.59,2018-19,
2068,Southwest Senior High,Sweetwater Union High,San Diego,482.0,73.0,18.0,17.0,18.0,19.0,21,28.77,2018-19,
2069,Stagg Senior High,Stockton Unified,San Joaquin,368.0,18.0,19.0,18.0,19.0,19.0,5,27.78,2018-19,
2070,State of California,State of California,State of California,489650.0,82668.0,22.0,22.0,22.0,22.0,45466,55.00,2018-19,
2071,Steele Canyon High,Grossmont Union High,San Diego,511.0,125.0,24.0,23.0,23.0,24.0,94,75.20,2018-19,
2072,Stellar Charter,Redding Elementary,Shasta,19.0,0.0,,,,,,,2018-19,
2073,STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,124.0,44.0,19.0,19.0,18.0,19.0,15,34.09,2018-19,
2074,Stockdale High,Kern High,Kern,550.0,99.0,25.0,25.0,24.0,23.0,70,70.71,2018-19,
2075,Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,48.0,2.0,,,,,*,*,2018-19,
2076,Stockton Early College Academy,Stockton Unified,San Joaquin,99.0,72.0,23.0,21.0,21.0,20.0,38,52.78,2018-19,
2077,Stockton High,Stockton Unified,San Joaquin,159.0,0.0,,,,,,,2018-19,
2078,Strathmore High,Porterville Unified,Tulare,78.0,11.0,,,,,*,*,2018-19,
2079,Street Academy (Alternative),Oakland Unified,Alameda,23.0,5.0,,,,,*,*,2018-19,
2080,Success One!,Glenn County Office of Education,Glenn,58.0,0.0,,,,,,,2018-19,
2081,Sultana High,Hesperia Unified,San Bernardino,429.0,21.0,21.0,19.0,21.0,21.0,13,61.90,2018-19,
2082,Summerville High,Summerville Union High,Tuolumne,84.0,12.0,,,,,*,*,2018-19,
2083,Summit Charter Academy,Burton Elementary,Tulare,81.0,5.0,,,,,*,*,2018-19,
2084,Summit High,Fontana Unified,San Bernardino,556.0,512.0,17.0,15.0,17.0,17.0,79,15.43,2018-19,
2085,Summit Leadership Academy-High Desert,Hesperia Unified,San Bernardino,34.0,1.0,,,,,*,*,2018-19,
2086,Summit Preparatory Charter High,Sequoia Union High,San Mateo,95.0,43.0,21.0,21.0,20.0,22.0,18,41.86,2018-19,
2087,Summit Public School: Rainier,East Side Union High,Santa Clara,105.0,38.0,20.0,20.0,20.0,20.0,15,39.47,2018-19,
2088,Summit Public School: Shasta,Jefferson Union High,San Mateo,101.0,49.0,23.0,22.0,21.0,22.0,34,69.39,2018-19,
2089,Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,96.0,31.0,22.0,22.0,21.0,22.0,15,48.39,2018-19,
2090,Summit View Independent Study,Riverside Unified,Riverside,132.0,0.0,,,,,,,2018-19,
2091,Sun Valley High,Los Angeles Unified,Los Angeles,85.0,1.0,,,,,*,*,2018-19,
2092,Sun Valley Magnet,Los Angeles Unified,Los Angeles,71.0,29.0,18.0,17.0,19.0,19.0,7,24.14,2018-19,
2093,Sunny Hills High,Fullerton Joint Union High,Orange,563.0,119.0,26.0,27.0,27.0,26.0,99,83.19,2018-19,
2094,Sunnyside High,Fresno Unified,Fresno,620.0,120.0,18.0,17.0,17.0,18.0,26,21.67,2018-19,
2095,Sunset High (Continuation),San Dieguito Union High,San Diego,63.0,5.0,,,,,*,*,2018-19,
2096,Susan H. Nelson,Temecula Valley Unified,Riverside,137.0,2.0,,,,,*,*,2018-19,
2097,Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,230.0,48.0,16.0,15.0,16.0,15.0,4,8.33,2018-19,
2098,Sutter High,Sutter Union High,Sutter,171.0,22.0,25.0,22.0,24.0,23.0,17,77.27,2018-19,
2099,Sutter Peak Charter Academy,Nuestro Elementary,Sutter,20.0,0.0,,,,,,,2018-19,
2100,SVUSD Virtual Academy (Alternative),Saddleback Valley Unified,Orange,23.0,0.0,,,,,,,2018-19,
2101,Sweetwater High,Sweetwater Union High,San Diego,732.0,96.0,20.0,19.0,19.0,20.0,38,39.58,2018-19,
2102,Sweetwater Secondary,SBE - Sweetwater Secondary,San Diego,78.0,0.0,,,,,,,2018-19,
2103,Sylmar Biotech Health Academy,Los Angeles Unified,Los Angeles,57.0,11.0,,,,,*,*,2018-19,
2104,Sylmar Charter High,Los Angeles Unified,Los Angeles,361.0,45.0,20.0,18.0,19.0,19.0,15,33.33,2018-19,
2105,Synergy Quantum Academy,Los Angeles Unified,Los Angeles,125.0,15.0,19.0,19.0,20.0,19.0,6,40.00,2018-19,
2106,Taft Charter High,Los Angeles Unified,Los Angeles,498.0,80.0,24.0,23.0,22.0,23.0,54,67.50,2018-19,
2107,Taft High,Sanger Unified,Fresno,24.0,0.0,,,,,,,2018-19,
2108,Taft Union High,Taft Union High,Kern,204.0,35.0,21.0,18.0,19.0,19.0,11,31.43,2018-19,
2109,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,173.0,45.0,26.0,26.0,25.0,25.0,39,86.67,2018-19,
2110,Tahquitz High,Hemet Unified,Riverside,386.0,28.0,19.0,17.0,18.0,19.0,7,25.00,2018-19,
2111,Tamalpais High,Tamalpais Union High,Marin,376.0,145.0,29.0,29.0,26.0,27.0,135,93.10,2018-19,
2112,Tamiscal High (Alternative),Tamalpais Union High,Marin,45.0,7.0,,,,,*,*,2018-19,
2113,Taylion High Desert Academy/Adelanto,Adelanto Elementary,San Bernardino,142.0,1.0,,,,,*,*,2018-19,
2114,TEACH Tech Charter High,Los Angeles Unified,Los Angeles,70.0,14.0,,,,,*,*,2018-19,
2115,Technology High,Cotati-Rohnert Park Unified,Sonoma,76.0,24.0,27.0,27.0,26.0,25.0,20,83.33,2018-19,
2116,Tehachapi High,Tehachapi Unified,Kern,280.0,14.0,,,,,*,*,2018-19,
2117,Tehama eLearning Academy,Tehama County Department of Education,Tehama,25.0,0.0,,,,,,,2018-19,
2118,Temecula Preparatory,Temecula Valley Unified,Riverside,78.0,20.0,26.0,25.0,22.0,23.0,15,75.00,2018-19,
2119,Temecula Valley High,Temecula Valley Unified,Riverside,642.0,215.0,23.0,22.0,22.0,23.0,133,61.86,2018-19,
2120,Temescal Canyon High,Lake Elsinore Unified,Riverside,496.0,63.0,21.0,20.0,20.0,20.0,30,47.62,2018-19,
2121,Temple City High,Temple City Unified,Los Angeles,492.0,90.0,27.0,27.0,27.0,26.0,80,88.89,2018-19,
2122,Templeton High,Templeton Unified,San Luis Obispo,171.0,69.0,24.0,24.0,22.0,23.0,50,72.46,2018-19,
2123,Templeton Independent Study High,Templeton Unified,San Luis Obispo,26.0,0.0,,,,,,,2018-19,
2124,Tennyson High,Hayward Unified,Alameda,338.0,13.0,,,,,*,*,2018-19,
2125,Terra Linda High,San Rafael City High,Marin,300.0,56.0,25.0,24.0,23.0,23.0,39,69.64,2018-19,
2126,Terra Nova High,Jefferson Union High,San Mateo,208.0,23.0,27.0,26.0,25.0,26.0,19,82.61,2018-19,
2127,Tesoro High,Capistrano Unified,Orange,668.0,259.0,26.0,26.0,25.0,25.0,209,80.69,2018-19,
2128,The Education Corps,Inyo County Office of Education,Inyo,79.0,0.0,,,,,,,2018-19,
2129,The High School at Moorpark College,Moorpark Unified,Ventura,23.0,4.0,,,,,*,*,2018-19,
2130,The MET,Sacramento City Unified,Sacramento,60.0,6.0,,,,,*,*,2018-19,
2131,The O'Farrell Charter,San Diego Unified,San Diego,125.0,97.0,19.0,18.0,19.0,20.0,27,27.84,2018-19,
2132,Theodore Bird High,Sonora Union High,Tuolumne,28.0,0.0,,,,,,,2018-19,
2133,Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,306.0,68.0,16.0,15.0,16.0,16.0,9,13.24,2018-19,
2134,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,73.0,11.0,,,,,*,*,2018-19,
2135,Thomas Downey High,Modesto City High,Stanislaus,479.0,69.0,21.0,20.0,21.0,21.0,31,44.93,2018-19,
2136,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,116.0,50.0,15.0,14.0,16.0,16.0,1,2.00,2018-19,
2137,Thomas Riley High,Los Angeles Unified,Los Angeles,16.0,0.0,,,,,,,2018-19,
2138,Thousand Oaks High,Conejo Valley Unified,Ventura,528.0,119.0,27.0,26.0,26.0,26.0,103,86.55,2018-19,
2139,Thurgood Marshall,Compton Unified,Los Angeles,57.0,0.0,,,,,,,2018-19,
2140,Tokay High,Lodi Unified,San Joaquin,490.0,92.0,21.0,20.0,22.0,22.0,45,48.91,2018-19,
2141,Tomales High,Shoreline Unified,Marin,37.0,4.0,,,,,*,*,2018-19,
2142,Torrance High,Torrance Unified,Los Angeles,509.0,105.0,24.0,23.0,23.0,23.0,71,67.62,2018-19,
2143,Torrey Pines High,San Dieguito Union High,San Diego,627.0,355.0,28.0,28.0,28.0,28.0,326,91.83,2018-19,
2144,Trabuco Hills High,Saddleback Valley Unified,Orange,669.0,152.0,26.0,26.0,26.0,25.0,126,82.89,2018-19,
2145,Tracy High,Tracy Joint Unified,San Joaquin,455.0,60.0,24.0,24.0,23.0,23.0,41,68.33,2018-19,
2146,Tranquillity High,Golden Plains Unified,Fresno,120.0,19.0,15.0,14.0,15.0,15.0,0,0.00,2018-19,
2147,Trinity High,Trinity Alps Unified,Trinity,91.0,15.0,24.0,24.0,23.0,23.0,11,73.33,2018-19,
2148,Trivium Charter,Blochman Union Elementary,Santa Barbara,24.0,3.0,,,,,*,*,2018-19,
2149,Trona High,Trona Joint Unified,San Bernardino,17.0,0.0,,,,,,,2018-19,
2150,Troy High,Fullerton Joint Union High,Orange,624.0,178.0,30.0,30.0,30.0,29.0,170,95.51,2018-19,
2151,Tulare Union High,Tulare Joint Union High,Tulare,382.0,66.0,21.0,19.0,21.0,20.0,28,42.42,2018-19,
2152,Tulare Western High,Tulare Joint Union High,Tulare,417.0,93.0,20.0,18.0,18.0,19.0,29,31.18,2018-19,
2153,Tulelake High,Tulelake Basin Joint Unified,Modoc,25.0,15.0,18.0,15.0,17.0,18.0,1,6.67,2018-19,
2154,Turlock High,Turlock Unified,Stanislaus,543.0,53.0,24.0,22.0,22.0,22.0,36,67.92,2018-19,
2155,Tustin Connect,Tustin Unified,Orange,17.0,0.0,,,,,,,2018-19,
2156,Tustin High,Tustin Unified,Orange,577.0,164.0,21.0,18.0,20.0,20.0,70,42.68,2018-19,
2157,Twain High,San Diego Unified,San Diego,196.0,1.0,,,,,*,*,2018-19,
2158,Twentynine Palms High,Morongo Unified,San Bernardino,172.0,5.0,,,,,*,*,2018-19,
2159,UCLA Community K-12,Los Angeles Unified,Los Angeles,91.0,21.0,18.0,16.0,18.0,18.0,4,19.05,2018-19,
2160,Ukiah High,Ukiah Unified,Mendocino,365.0,22.0,25.0,23.0,23.0,22.0,15,68.18,2018-19,
2161,Ukiah Independent Study Academy,Ukiah Unified,Mendocino,34.0,1.0,,,,,*,*,2018-19,
2162,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,432.0,41.0,21.0,21.0,21.0,21.0,22,53.66,2018-19,
2163,Union Mine High,El Dorado Union High,El Dorado,259.0,48.0,24.0,23.0,22.0,22.0,32,66.67,2018-19,
2164,University City High,San Diego Unified,San Diego,459.0,115.0,27.0,27.0,26.0,26.0,101,87.83,2018-19,
2165,University High,Fresno Unified,Fresno,120.0,86.0,28.0,28.0,25.0,26.0,79,91.86,2018-19,
2166,University High,Irvine Unified,Orange,633.0,233.0,29.0,29.0,29.0,28.0,219,93.99,2018-19,
2167,University High School Charter,Los Angeles Unified,Los Angeles,336.0,58.0,21.0,21.0,20.0,20.0,25,43.10,2018-19,
2168,University Prep,Dehesa Elementary,San Diego,20.0,0.0,,,,,,,2018-19,
2169,University Preparatory,Shasta Union High,Shasta,127.0,24.0,28.0,27.0,27.0,27.0,21,87.50,2018-19,
2170,University Preparatory,Victor Valley Union High,San Bernardino,164.0,43.0,22.0,22.0,22.0,21.0,24,55.81,2018-19,
2171,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,99.0,33.0,27.0,28.0,27.0,27.0,27,81.82,2018-19,
2172,University Preparatory High,Tulare County Office of Education,Tulare,50.0,13.0,,,,,*,*,2018-19,
2173,University Preparatory Value High,Los Angeles Unified,Los Angeles,113.0,34.0,18.0,16.0,18.0,18.0,7,20.59,2018-19,
2174,Upland High,Upland Unified,San Bernardino,764.0,62.0,21.0,21.0,21.0,21.0,30,48.39,2018-19,
2175,Uplift California North Charter,Bradley Union Elementary,Monterey,83.0,0.0,,,,,,,2018-19,
2176,Uplift California Santa Barbara,Cuyama Joint Unified,Santa Barbara,186.0,0.0,,,,,,,2018-19,
2177,Uplift California South Charter,Bradley Union Elementary,Monterey,31.0,0.0,,,,,,,2018-19,
2178,Uplift Monterey,Bradley Union Elementary,Monterey,17.0,0.0,,,,,,,2018-19,
2179,Upper Lake High,Upper Lake Unified,Lake,74.0,18.0,18.0,16.0,17.0,17.0,4,22.22,2018-19,
2180,Urban Corps of San Diego County Charter,Mono County Office of Education,Mono,285.0,0.0,,,,,,,2018-19,
2181,Vacaville High,Vacaville Unified,Solano,431.0,58.0,22.0,22.0,22.0,22.0,34,58.62,2018-19,
2182,Val Verde Academy,Val Verde Unified,Riverside,62.0,0.0,,,,,,,2018-19,
2183,Valencia High,William S. Hart Union High,Los Angeles,714.0,163.0,25.0,25.0,25.0,24.0,129,79.14,2018-19,
2184,Valencia High,Placentia-Yorba Linda Unified,Orange,663.0,173.0,23.0,22.0,24.0,23.0,95,54.91,2018-19,
2185,Valhalla High,Grossmont Union High,San Diego,565.0,85.0,25.0,24.0,24.0,24.0,67,78.82,2018-19,
2186,Valiant Academy of Los Angeles,Acton-Agua Dulce Unified,Los Angeles,88.0,0.0,,,,,,,2018-19,
2187,Valiant Academy of Southern California,Dehesa Elementary,San Diego,131.0,0.0,,,,,,,2018-19,
2188,Valiant Santa Barbara,Cuyama Joint Unified,Santa Barbara,6.0,1.0,,,,,*,*,2018-19,
2189,Vallejo High,Vallejo City Unified,Solano,361.0,12.0,,,,,*,*,2018-19,
2190,Valley Academy of Arts and Sciences,Los Angeles Unified,Los Angeles,262.0,30.0,21.0,20.0,19.0,20.0,10,33.33,2018-19,
2191,Valley Center High,Valley Center-Pauma Unified,San Diego,267.0,50.0,22.0,21.0,21.0,22.0,25,50.00,2018-19,
2192,Valley Center Prep,Valley Center-Pauma Unified,San Diego,15.0,0.0,,,,,,,2018-19,
2193,Valley Charter High,Stanislaus County Office of Education,Stanislaus,29.0,0.0,,,,,,,2018-19,
2194,Valley High,Elk Grove Unified,Sacramento,369.0,70.0,19.0,18.0,19.0,20.0,20,28.57,2018-19,
2195,Valley High,Santa Ana Unified,Orange,466.0,66.0,18.0,17.0,18.0,18.0,14,21.21,2018-19,
2196,Valley International Preparatory High,Los Angeles Unified,Los Angeles,71.0,20.0,26.0,22.0,20.0,22.0,13,65.00,2018-19,
2197,Valley Oaks Charter,Kern County Office of Education,Kern,89.0,0.0,,,,,,,2018-19,
2198,Valley Oaks High (Alternative),Petaluma Joint Union High,Sonoma,19.0,1.0,,,,,*,*,2018-19,
2199,Valley View High,Moreno Valley Unified,Riverside,595.0,36.0,22.0,21.0,21.0,21.0,16,44.44,2018-19,
2200,Valor Academy High,Los Angeles Unified,Los Angeles,122.0,82.0,15.0,15.0,17.0,17.0,8,9.76,2018-19,
2201,Van Nuys Senior High,Los Angeles Unified,Los Angeles,535.0,97.0,26.0,26.0,25.0,25.0,80,82.47,2018-19,
2202,Vanden High,Travis Unified,Solano,367.0,40.0,25.0,23.0,23.0,24.0,28,70.00,2018-19,
2203,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,86.0,8.0,,,,,*,*,2018-19,
2204,Vaughn Next Century Learning Center,Los Angeles Unified,Los Angeles,157.0,35.0,18.0,17.0,17.0,18.0,7,20.00,2018-19,
2205,Venice Senior High,Los Angeles Unified,Los Angeles,398.0,96.0,23.0,22.0,22.0,22.0,57,59.38,2018-19,
2206,Ventura High,Ventura Unified,Ventura,480.0,88.0,24.0,22.0,22.0,22.0,59,67.05,2018-19,
2207,Venture (Alternative),San Ramon Valley Unified,Contra Costa,50.0,5.0,,,,,*,*,2018-19,
2208,Venture Academy,San Joaquin County Office of Education,San Joaquin,266.0,22.0,18.0,17.0,17.0,18.0,4,18.18,2018-19,
2209,Verdugo Academy,Glendale Unified,Los Angeles,24.0,4.0,,,,,*,*,2018-19,
2210,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,327.0,14.0,,,,,*,*,2018-19,
2211,Victor Valley High,Victor Valley Union High,San Bernardino,425.0,39.0,18.0,17.0,19.0,18.0,8,20.51,2018-19,
2212,View Park Continuation,Los Angeles Unified,Los Angeles,39.0,4.0,,,,,*,*,2018-19,
2213,Villa Park High,Orange Unified,Orange,584.0,85.0,25.0,26.0,25.0,25.0,70,82.35,2018-19,
2214,Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,74.0,6.0,,,,,*,*,2018-19,
2215,Vineyard Alternative,Livermore Valley Joint Unified,Alameda,49.0,3.0,,,,,*,*,2018-19,
2216,Vintage High,Napa Valley Unified,Napa,396.0,59.0,22.0,20.0,21.0,21.0,32,54.24,2018-19,
2217,Visalia Charter Independent Study,Visalia Unified,Tulare,232.0,3.0,,,,,*,*,2018-19,
2218,Visalia Technical Early College,Visalia Unified,Tulare,70.0,3.0,,,,,*,*,2018-19,
2219,Visions In Education,San Juan Unified,Sacramento,1107.0,13.0,,,,,*,*,2018-19,
2220,Vista Alternative,Fremont Unified,Alameda,20.0,0.0,,,,,,,2018-19,
2221,Vista del Lago High,Folsom-Cordova Unified,Sacramento,441.0,107.0,26.0,27.0,26.0,26.0,93,86.92,2018-19,
2222,Vista del Lago High,Moreno Valley Unified,Riverside,450.0,121.0,18.0,17.0,18.0,18.0,23,19.01,2018-19,
2223,Vista High,Vista Unified,San Diego,545.0,60.0,23.0,21.0,21.0,22.0,31,51.67,2018-19,
2224,Vista High (Alternative),West Contra Costa Unified,Contra Costa,170.0,2.0,,,,,*,*,2018-19,
2225,Vista Murrieta High,Murrieta Valley Unified,Riverside,884.0,165.0,24.0,22.0,23.0,22.0,111,67.27,2018-19,
2226,Vista Norte Public Charter,Helendale Elementary,San Bernardino,18.0,0.0,,,,,,,2018-19,
2227,Vista Oaks Charter,Byron Union Elementary,Contra Costa,104.0,5.0,,,,,*,*,2018-19,
2228,Vista Real Charter High,Ventura County Office of Education,Ventura,130.0,0.0,,,,,,,2018-19,
2229,Vista Visions Academy,Vista Unified,San Diego,15.0,0.0,,,,,,,2018-19,
2230,Visual and Performing Arts at Legacy High School Complex,Los Angeles Unified,Los Angeles,115.0,5.0,,,,,*,*,2018-19,
2231,W.E.B. DuBois Public Charter,Washington Unified,Fresno,74.0,0.0,,,,,,,2018-19,
2232,Wallenberg (Raoul) Traditional High,San Francisco Unified,San Francisco,168.0,33.0,23.0,23.0,22.0,23.0,22,66.67,2018-19,
2233,Wallis Annenberg High,Los Angeles Unified,Los Angeles,98.0,7.0,,,,,*,*,2018-19,
2234,Walnut High,Walnut Valley Unified,Los Angeles,666.0,128.0,27.0,27.0,28.0,27.0,111,86.72,2018-19,
2235,Walnutwood High (Independent Study),Folsom-Cordova Unified,Sacramento,79.0,2.0,,,,,*,*,2018-19,
2236,Warren (Earl) High,Downey Unified,Los Angeles,845.0,48.0,23.0,23.0,23.0,22.0,32,66.67,2018-19,
2237,Wasco High,Wasco Union High,Kern,391.0,71.0,19.0,18.0,20.0,20.0,24,33.80,2018-19,
2238,Washington (George) High,San Francisco Unified,San Francisco,489.0,94.0,21.0,21.0,22.0,22.0,55,58.51,2018-19,
2239,Washington High,Colton Joint Unified,San Bernardino,16.0,0.0,,,,,,,2018-19,
2240,Washington High,Washington Unified,Fresno,240.0,121.0,16.0,15.0,16.0,16.0,10,8.26,2018-19,
2241,Washington High,Fremont Unified,Alameda,457.0,65.0,28.0,28.0,28.0,27.0,60,92.31,2018-19,
2242,Waterford High,Waterford Unified,Stanislaus,163.0,2.0,,,,,*,*,2018-19,
2243,Watsonville High,Pajaro Valley Unified,Santa Cruz,455.0,110.0,17.0,16.0,18.0,18.0,20,18.18,2018-19,
2244,Weber Institute,Stockton Unified,San Joaquin,108.0,5.0,,,,,*,*,2018-19,
2245,Weed High,Siskiyou Union High,Siskiyou,44.0,8.0,,,,,*,*,2018-19,
2246,WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,182.0,35.0,18.0,17.0,18.0,18.0,6,17.14,2018-19,
2247,West Adams Preparatory High,Los Angeles Unified,Los Angeles,252.0,13.0,,,,,*,*,2018-19,
2248,West Campus,Sacramento City Unified,Sacramento,194.0,46.0,25.0,24.0,23.0,23.0,34,73.91,2018-19,
2249,West Covina High,West Covina Unified,Los Angeles,514.0,25.0,24.0,24.0,24.0,23.0,16,64.00,2018-19,
2250,West High,Kern High,Kern,537.0,51.0,20.0,18.0,20.0,20.0,22,43.14,2018-19,
2251,West High,Torrance Unified,Los Angeles,495.0,123.0,25.0,26.0,25.0,25.0,97,78.86,2018-19,
2252,West Hills High,Grossmont Union High,San Diego,421.0,49.0,25.0,24.0,23.0,23.0,38,77.55,2018-19,
2253,West Hollywood Opportunity,Los Angeles Unified,Los Angeles,17.0,0.0,,,,,,,2018-19,
2254,West Park Charter Academy,West Park Elementary,Fresno,69.0,0.0,,,,,,,2018-19,
2255,West Ranch High,William S. Hart Union High,Los Angeles,655.0,182.0,27.0,27.0,26.0,26.0,156,85.71,2018-19,
2256,West Shores High,Coachella Valley Unified,Riverside,63.0,4.0,,,,,*,*,2018-19,
2257,West Valley High,Anderson Union High,Shasta,214.0,23.0,24.0,21.0,21.0,23.0,16,69.57,2018-19,
2258,West Valley High,Hemet Unified,Riverside,437.0,72.0,19.0,18.0,18.0,19.0,25,34.72,2018-19,
2259,Western Center Academy,Hemet Unified,Riverside,67.0,21.0,26.0,25.0,23.0,24.0,16,76.19,2018-19,
2260,Western High,Anaheim Union High,Orange,498.0,54.0,19.0,18.0,20.0,20.0,17,31.48,2018-19,
